index,EventID,Error,Pick,Network,Location,Channel,Latitude,Longitude,Distance,Origem Latitude,Origem Longitude,Depth/km,Pick Time,Origin Time,Start Time,End Time,Cat,MLv,Certainty,Path,Compo,CFT,Warning
6319,usp2016buua,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-28.531839,-49.129072,339.5216564293591,-26.86491013,-52.01750946,0.0,2016-01-26T14:22:32.267383Z,2016-01-26T14:21:43.052633Z,2016-01-26T14:22:21.267383Z,2016-01-26T14:23:21.267383Z,earthquake,2.318674158,suspected,20160126T142143/ON_TER01_20160126T142143.mseed,[],,[]
6308,usp2016choc,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-21.825656,-41.657401,248.514581401366,-22.96772957,-43.7349968,0.0,2016-02-02T14:09:36.191347Z,2016-02-02T14:08:58.179684Z,2016-02-02T14:09:25.191347Z,2016-02-02T14:10:25.191347Z,earthquake,2.215631545,suspected,20160202T140858/ON_CAM01_20160202T140858.mseed,[],,[]
6312,usp2016choc,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,26.103060263794408,-22.96772957,-43.7349968,0.0,2016-02-02T14:09:02.656555Z,2016-02-02T14:08:58.179684Z,2016-02-02T14:08:51.656555Z,2016-02-02T14:09:51.656555Z,earthquake,2.215631545,suspected,20160202T140858/ON_MAN01_20160202T140858.mseed,[],,[]
6303,usp2016cjrk,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-21.825656,-41.657401,295.7253641864924,-20.3699894,-44.0438652,0.0,2016-02-03T18:05:34.733957Z,2016-02-03T18:04:50.363903Z,2016-02-03T18:05:23.733957Z,2016-02-03T18:06:23.733957Z,earthquake,2.493687156,suspected,20160203T180450/ON_CAM01_20160203T180450.mseed,[],,[]
6305,usp2016cjrk,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,276.40185480097523,-20.3699894,-44.0438652,0.0,2016-02-03T18:05:32.491394Z,2016-02-03T18:04:50.363903Z,2016-02-03T18:05:21.491394Z,2016-02-03T18:06:21.491394Z,earthquake,2.493687156,suspected,20160203T180450/ON_MAN01_20160203T180450.mseed,[],,[]
6297,usp2016cmdy,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-15.360055,-39.519089,255.22369877992872,-13.054039,-39.45877075,0.0,2016-02-05T02:42:23.202297Z,2016-02-05T02:41:44.012881Z,2016-02-05T02:42:12.202297Z,2016-02-05T02:43:12.202297Z,earthquake,1.604068768,known,20160205T024144/ON_CMC01_20160205T024144.mseed,[],,[]
6295,usp2016cmdy,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-13.72,-39.575278,74.75070435060503,-13.054039,-39.45877075,0.0,2016-02-05T02:41:56.646351Z,2016-02-05T02:41:44.012881Z,2016-02-05T02:41:45.646351Z,2016-02-05T02:42:45.646351Z,earthquake,1.604068768,known,20160205T024144/ON_GDU01_20160205T024144.mseed,[],,[]
6284,usp2016cvgp,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-15.360055,-39.519089,368.6320072886507,-18.46798325,-40.76414108,0.0,2016-02-10T02:17:01.152062Z,2016-02-10T02:16:08.096092Z,2016-02-10T02:16:50.152062Z,2016-02-10T02:17:50.152062Z,earthquake,1.824752363,suspected,20160210T021608/ON_CMC01_20160210T021608.mseed,[],,[]
6283,usp2016cyxk,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-21.825656,-41.657401,90.4550545783381,-22.01585007,-40.80596924,0.0,2016-02-12T02:10:20.746734Z,2016-02-12T02:10:04.607136Z,2016-02-12T02:10:09.746734Z,2016-02-12T02:11:09.746734Z,earthquake,2.076630255,suspected,20160212T021004/ON_CAM01_20160212T021004.mseed,[],,[]
6279,usp2016cyxk,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,338.41863940531124,-22.01585007,-40.80596924,0.0,2016-02-12T02:10:53.881275Z,2016-02-12T02:10:04.607136Z,2016-02-12T02:10:42.881275Z,2016-02-12T02:11:42.881275Z,earthquake,2.076630255,suspected,20160212T021004/ON_MAN01_20160212T021004.mseed,[],,[]
6267,usp2016dekt,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-21.825656,-41.657401,207.21591493806568,-19.95782471,-41.53100586,0.0,2016-02-15T02:36:01.339450Z,2016-02-15T02:35:28.574280Z,2016-02-15T02:35:50.339450Z,2016-02-15T02:36:50.339450Z,earthquake,2.603828258,suspected,20160215T023528/ON_CAM01_20160215T023528.mseed,[],,[]
6265,usp2016dekt,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-17.844167,-40.125667,276.8689204294764,-19.95782471,-41.53100586,0.0,2016-02-15T02:36:09.829818Z,2016-02-15T02:35:28.574280Z,2016-02-15T02:35:58.829818Z,2016-02-15T02:36:58.829818Z,earthquake,2.603828258,suspected,20160215T023528/ON_NAN01_20160215T023528.mseed,[],,[]
6255,usp2016dkpq,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-28.531839,-49.129072,278.2050835751048,-27.18205452,-51.51086044,0.0,2016-02-18T11:52:42.794822Z,2016-02-18T11:52:01.033857Z,2016-02-18T11:52:31.794822Z,2016-02-18T11:53:31.794822Z,earthquake,2.257516451,suspected,20160218T115201/ON_TER01_20160218T115201.mseed,[],,[]
6135,usp2016egzx,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-21.825656,-41.657401,302.2085200817193,-20.30329323,-44.07115936,0.0,2016-03-01T18:02:43.327619Z,2016-03-01T18:01:58.496832Z,2016-03-01T18:02:32.327619Z,2016-03-01T18:03:32.327619Z,earthquake,2.570034073,suspected,20160301T180158/ON_CAM01_20160301T180158.mseed,[],,[]
6136,usp2016egzx,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,283.8788535613622,-20.30329323,-44.07115936,0.0,2016-03-01T18:02:41.292467Z,2016-03-01T18:01:58.496832Z,2016-03-01T18:02:30.292467Z,2016-03-01T18:03:30.292467Z,earthquake,2.570034073,suspected,20160301T180158/ON_MAN01_20160301T180158.mseed,[],,[]
6078,usp2016erub,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-21.825656,-41.657401,290.0786431559743,-20.45539474,-44.03774261,0.0,2016-03-07T15:35:47.369972Z,2016-03-07T15:35:04.102933Z,2016-03-07T15:35:36.369972Z,2016-03-07T15:36:36.369972Z,earthquake,2.483115709,suspected,20160307T153504/ON_CAM01_20160307T153504.mseed,[],,[]
6079,usp2016erub,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,266.93212569252734,-20.45539474,-44.03774261,0.0,2016-03-07T15:35:44.552582Z,2016-03-07T15:35:04.102933Z,2016-03-07T15:35:33.552582Z,2016-03-07T15:36:33.552582Z,earthquake,2.483115709,suspected,20160307T153504/ON_MAN01_20160307T153504.mseed,[],,[]
6063,usp2016exme,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-21.825656,-41.657401,294.7053878847538,-20.3692131,-44.03160095,0.0,2016-03-10T18:26:34.626074Z,2016-03-10T18:25:50.869435Z,2016-03-10T18:26:23.626074Z,2016-03-10T18:27:23.626074Z,earthquake,2.527548837,suspected,20160310T182550/ON_CAM01_20160310T182550.mseed,[],,[]
6066,usp2016exme,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,276.4527505099205,-20.3692131,-44.03160095,0.0,2016-03-10T18:26:33.726058Z,2016-03-10T18:25:50.869435Z,2016-03-10T18:26:22.726058Z,2016-03-10T18:27:22.726058Z,earthquake,2.527548837,suspected,20160310T182550/ON_MAN01_20160310T182550.mseed,[],,[]
6058,usp2016eyct,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,259.97921707721935,-23.4406395,-46.42536926,0.0,2016-03-11T02:48:59.185351Z,2016-03-11T02:48:19.436612Z,2016-03-11T02:48:48.185351Z,2016-03-11T02:49:48.185351Z,earthquake,2.073179036,suspected,20160311T024819/ON_MAN01_20160311T024819.mseed,[],,[]
6027,usp2016fjcx,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-21.825656,-41.657401,336.1018879046032,-19.95069122,-44.19808578,0.0,2016-03-17T03:23:23.397871Z,2016-03-17T03:22:34.437352Z,2016-03-17T03:23:12.397871Z,2016-03-17T03:24:12.397871Z,earthquake,2.335168631,known,20160317T032234/ON_CAM01_20160317T032234.mseed,[],,[]
6028,usp2016fjcx,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,323.60786791023264,-19.95069122,-44.19808578,0.0,2016-03-17T03:23:21.167442Z,2016-03-17T03:22:34.437352Z,2016-03-17T03:23:10.167442Z,2016-03-17T03:24:10.167442Z,earthquake,2.335168631,known,20160317T032234/ON_MAN01_20160317T032234.mseed,[],,[]
6023,usp2016fooj,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-13.72,-39.575278,110.24783401735692,-12.82451534,-39.12890625,0.0,2016-03-20T02:51:05.919067Z,2016-03-20T02:50:46.697961Z,2016-03-20T02:50:54.919067Z,2016-03-20T02:51:54.919067Z,earthquake,1.284617825,known,20160320T025046/ON_GDU01_20160320T025046.mseed,[],,[]
5997,usp2016fwpt,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,365.8523206807637,-19.56282616,-44.08568192,0.0,2016-03-24T12:39:04.724140Z,2016-03-24T12:38:12.282771Z,2016-03-24T12:38:53.724140Z,2016-03-24T12:39:53.724140Z,earthquake,2.590702234,known,20160324T123812/ON_MAN01_20160324T123812.mseed,[],,[]
5991,usp2016fwsh,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-21.825656,-41.657401,368.7967218701347,-19.47040367,-44.16027451,0.0,2016-03-24T13:55:29.165107Z,2016-03-24T13:54:36.395330Z,2016-03-24T13:55:18.165107Z,2016-03-24T13:56:18.165107Z,earthquake,2.611986475,known,20160324T135436/ON_CAM01_20160324T135436.mseed,[],,[]
5990,usp2016fwsh,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,376.4171345673234,-19.47040367,-44.16027451,0.0,2016-03-24T13:55:30.104240Z,2016-03-24T13:54:36.395330Z,2016-03-24T13:55:19.104240Z,2016-03-24T13:56:19.104240Z,earthquake,2.611986475,known,20160324T135436/ON_MAN01_20160324T135436.mseed,[],,[]
5978,usp2016gcos,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-28.531839,-49.129072,216.27387221820493,-26.58307457,-49.24938202,0.0,2016-03-27T18:55:29.997367Z,2016-03-27T18:54:56.087897Z,2016-03-27T18:55:18.997367Z,2016-03-27T18:56:18.997367Z,earthquake,2.390213078,known,20160327T185456/ON_TER01_20160327T185456.mseed,[],,[]
5948,usp2016grxv,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-21.825656,-41.657401,225.5472252098369,-21.39169312,-43.7857132,0.0,2016-04-05T04:34:30.371147Z,2016-04-05T04:33:55.212666Z,2016-04-05T04:34:19.371147Z,2016-04-05T04:35:19.371147Z,earthquake,2.190021078,suspected,20160405T043355/ON_CAM01_20160405T043355.mseed,[],,[]
5952,usp2016grxv,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,164.1945364377805,-21.39169312,-43.7857132,0.0,2016-04-05T04:34:22.550109Z,2016-04-05T04:33:55.212666Z,2016-04-05T04:34:11.550109Z,2016-04-05T04:35:11.550109Z,earthquake,2.190021078,suspected,20160405T043355/ON_MAN01_20160405T043355.mseed,[],,[]
5941,usp2016gshu,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,271.8041310311357,-23.38262939,-46.55808258,0.0,2016-04-05T09:37:03.290179Z,2016-04-05T09:36:22.958590Z,2016-04-05T09:36:52.290179Z,2016-04-05T09:37:52.290179Z,earthquake,2.201651676,known,20160405T093622/ON_MAN01_20160405T093622.mseed,[],,[]
5931,usp2016gtlf,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-21.825656,-41.657401,366.2791468979305,-19.47451973,-44.13044739,0.0,2016-04-06T00:28:51.175759Z,2016-04-06T00:27:58.119518Z,2016-04-06T00:28:40.175759Z,2016-04-06T00:29:40.175759Z,earthquake,2.410826088,known,20160406T002758/ON_CAM01_20160406T002758.mseed,[],,[]
5929,usp2016gtlw,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-21.825656,-41.657401,363.71691106856304,-19.48312378,-44.10476685,0.0,2016-04-06T00:48:27.802600Z,2016-04-06T00:47:35.692409Z,2016-04-06T00:48:16.802600Z,2016-04-06T00:49:16.802600Z,earthquake,2.170985666,known,20160406T004735/ON_CAM01_20160406T004735.mseed,[],,[]
5927,usp2016gtlw,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,374.7422274959833,-19.48312378,-44.10476685,0.0,2016-04-06T00:48:29.122699Z,2016-04-06T00:47:35.692409Z,2016-04-06T00:48:18.122699Z,2016-04-06T00:49:18.122699Z,earthquake,2.170985666,known,20160406T004735/ON_MAN01_20160406T004735.mseed,[],,[]
5914,usp2016hdlg,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-21.825656,-41.657401,369.1967305646836,-19.44933333,-44.143,0.0,2016-04-11T11:56:14.746004Z,2016-04-11T11:55:22.449999Z,2016-04-11T11:56:03.746004Z,2016-04-11T11:57:03.746004Z,earthquake,3.281836033,known,20160411T115522/ON_CAM01_20160411T115522.mseed,[],,[]
5912,usp2016hdlg,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,378.6540065983141,-19.44933333,-44.143,0.0,2016-04-11T11:56:16.094540Z,2016-04-11T11:55:22.449999Z,2016-04-11T11:56:05.094540Z,2016-04-11T11:57:05.094540Z,earthquake,3.281836033,known,20160411T115522/ON_MAN01_20160411T115522.mseed,[],,[]
5907,usp2016hsha,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-13.72,-39.575278,388.36316807273,-11.01401997,-37.29999161,0.0,2016-04-19T14:45:57.121037Z,2016-04-19T14:45:01.610008Z,2016-04-19T14:45:46.121037Z,2016-04-19T14:46:46.121037Z,earthquake,1.766015543,suspected,20160419T144501/ON_GDU01_20160419T144501.mseed,[],,[]
5872,usp2016ippx,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-21.825656,-41.657401,343.4400657831826,-19.90919685,-44.25274658,1000.0,2016-05-02T09:22:06.176619Z,2016-05-02T09:21:16.165910Z,2016-05-02T09:21:55.176619Z,2016-05-02T09:22:55.176619Z,earthquake,3.432329374,known,20160502T092116/ON_CAM01_20160502T092116.mseed,[],,[]
5873,usp2016ippx,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,328.6564959974273,-19.90919685,-44.25274658,1000.0,2016-05-02T09:22:04.413897Z,2016-05-02T09:21:16.165910Z,2016-05-02T09:21:53.413897Z,2016-05-02T09:22:53.413897Z,earthquake,3.432329374,known,20160502T092116/ON_MAN01_20160502T092116.mseed,[],,[]
5864,usp2016jfgc,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-21.825656,-41.657401,356.9203601206732,-19.50432587,-44.03455353,0.0,2016-05-10T22:35:56.666687Z,2016-05-10T22:35:05.032445Z,2016-05-10T22:35:45.666687Z,2016-05-10T22:36:45.666687Z,earthquake,2.240114511,suspected,20160510T223505/ON_CAM01_20160510T223505.mseed,[],,[]
5862,usp2016jfgc,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,372.1823535575523,-19.50432587,-44.03455353,0.0,2016-05-10T22:35:58.449634Z,2016-05-10T22:35:05.032445Z,2016-05-10T22:35:47.449634Z,2016-05-10T22:36:47.449634Z,earthquake,2.240114511,suspected,20160510T223505/ON_MAN01_20160510T223505.mseed,[],,[]
5842,usp2016kliw,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,305.7832112751351,-24.71793175,-46.18870926,0.0,2016-05-28T12:20:16.364304Z,2016-05-28T12:19:33.688107Z,2016-05-28T12:20:05.364304Z,2016-05-28T12:21:05.364304Z,earthquake,2.589586681,suspected,20160528T121933/ON_MAN01_20160528T121933.mseed,[],,[]
5835,usp2016lgbf,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,116.46841015669855,-22.97207451,-45.09356308,0.0,2016-06-08T20:18:23.279006Z,2016-06-08T20:18:03.314753Z,2016-06-08T20:18:12.279006Z,2016-06-08T20:19:12.279006Z,earthquake,1.963298114,suspected,20160608T201803/ON_MAN01_20160608T201803.mseed,[],,[]
5827,usp2016lrtx,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,245.8610457034661,-23.90968704,-46.08634567,0.0,2016-06-15T06:15:48.651881Z,2016-06-15T06:15:10.445457Z,2016-06-15T06:15:37.651881Z,2016-06-15T06:16:37.651881Z,earthquake,2.25244237,known,20160615T061510/ON_MAN01_20160615T061510.mseed,[],,[]
5793,usp2016nhel,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-21.825656,-41.657401,332.8628879319594,-21.91319466,-44.87662888,0.0,2016-07-07T22:10:25.476450Z,2016-07-07T22:09:36.863210Z,2016-07-07T22:10:14.476450Z,2016-07-07T22:11:14.476450Z,earthquake,2.63559721,suspected,20160707T220936/ON_CAM01_20160707T220936.mseed,[],,[]
5796,usp2016nhel,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,141.2191476205265,-21.91319466,-44.87662888,0.0,2016-07-07T22:10:01.050323Z,2016-07-07T22:09:36.863210Z,2016-07-07T22:09:50.050323Z,2016-07-07T22:10:50.050323Z,earthquake,2.63559721,suspected,20160707T220936/ON_MAN01_20160707T220936.mseed,[],,[]
5788,usp2016nhvy,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-13.72,-39.575278,389.28366433930506,-12.32004929,-42.8678093,0.0,2016-07-08T07:01:25.782328Z,2016-07-08T07:00:29.767630Z,2016-07-08T07:01:14.782328Z,2016-07-08T07:02:14.782328Z,earthquake,2.371560485,known,20160708T070029/ON_GDU01_20160708T070029.mseed,[],,[]
5783,usp2016nivg,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-28.531839,-49.129072,295.4273582914731,-27.99277115,-52.07775879,0.0,2016-07-08T19:48:18.161471Z,2016-07-08T19:47:34.734338Z,2016-07-08T19:48:07.161471Z,2016-07-08T19:49:07.161471Z,earthquake,2.543586746,suspected,20160708T194734/ON_TER01_20160708T194734.mseed,[],,[]
5781,usp2016nixb,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-28.531839,-49.129072,178.26960489504086,-27.35137367,-50.35969162,0.0,2016-07-08T20:42:45.238430Z,2016-07-08T20:42:16.032382Z,2016-07-08T20:42:34.238430Z,2016-07-08T20:43:34.238430Z,earthquake,2.4908854,suspected,20160708T204216/ON_TER01_20160708T204216.mseed,[],,[]
5773,usp2016njma,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-13.72,-39.575278,388.4732056907146,-12.42062283,-42.90303421,0.0,2016-07-09T04:16:25.966159Z,2016-07-09T04:15:30.406873Z,2016-07-09T04:16:14.966159Z,2016-07-09T04:17:14.966159Z,earthquake,2.623084203,known,20160709T041530/ON_GDU01_20160709T041530.mseed,[],,[]
5756,usp2016npye,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-21.825656,-41.657401,285.3183995796523,-20.485075,-44.00359726,0.0,2016-07-12T17:14:08.161010Z,2016-07-12T17:13:25.388103Z,2016-07-12T17:13:57.161010Z,2016-07-12T17:14:57.161010Z,earthquake,2.3749987,suspected,20160712T171325/ON_CAM01_20160712T171325.mseed,[],,[]
5757,usp2016npye,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,263.5690727675653,-20.485075,-44.00359726,0.0,2016-07-12T17:14:05.602870Z,2016-07-12T17:13:25.388103Z,2016-07-12T17:13:54.602870Z,2016-07-12T17:14:54.602870Z,earthquake,2.3749987,suspected,20160712T171325/ON_MAN01_20160712T171325.mseed,[],,[]
5740,usp2016oaxm,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,291.80081295492755,-24.19590378,-46.43044662,0.0,2016-07-18T17:22:42.329978Z,2016-07-18T17:21:59.024455Z,2016-07-18T17:22:31.329978Z,2016-07-18T17:23:31.329978Z,earthquake,2.484907698,suspected,20160718T172159/ON_MAN01_20160718T172159.mseed,[],,[]
5729,usp2016ocpi,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-21.825656,-41.657401,326.9900713155816,-20.11783333,-39.09183333,0.0,2016-07-19T15:31:31.599602Z,2016-07-19T15:30:44.399999Z,2016-07-19T15:31:20.599602Z,2016-07-19T15:32:20.599602Z,earthquake,3.823704478,known,20160719T153044/ON_CAM01_20160719T153044.mseed,[],,[]
5725,usp2016ocpi,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-17.844167,-40.125667,274.20966364597865,-20.11783333,-39.09183333,0.0,2016-07-19T15:31:25.564084Z,2016-07-19T15:30:44.399999Z,2016-07-19T15:31:14.564084Z,2016-07-19T15:32:14.564084Z,earthquake,3.823704478,known,20160719T153044/ON_NAN01_20160719T153044.mseed,[],,[]
5716,usp2016ovcj,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-21.825656,-41.657401,283.7406403436085,-20.49244881,-43.99065399,0.0,2016-07-29T18:33:09.597279Z,2016-07-29T18:32:26.588716Z,2016-07-29T18:32:58.597279Z,2016-07-29T18:33:58.597279Z,earthquake,2.423751592,known,20160729T183226/ON_CAM01_20160729T183226.mseed,[],,[]
5717,usp2016ovcj,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,262.7353868938142,-20.49244881,-43.99065399,0.0,2016-07-29T18:33:06.701954Z,2016-07-29T18:32:26.588716Z,2016-07-29T18:32:55.701954Z,2016-07-29T18:33:55.701954Z,earthquake,2.423751592,known,20160729T183226/ON_MAN01_20160729T183226.mseed,[],,[]
5708,usp2016pcgz,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-22.86516,-43.964094,321.1887395873888,-19.97504807,-44.23031235,0.0,2016-08-02T16:51:01.248072Z,2016-08-02T16:50:14.177601Z,2016-08-02T16:50:50.248072Z,2016-08-02T16:51:50.248072Z,earthquake,2.326260475,known,20160802T165014/ON_MAN01_20160802T165014.mseed,[],,[]
5696,usp2016prmr,"["" - Error! len(compo) != 3 (['Z'])""]",P,ON,,HHZ,-15.360055,-39.519089,199.17043154815505,-17.06244278,-40.12371445,0.0,2016-08-11T00:45:28.259704Z,2016-08-11T00:44:56.008727Z,2016-08-11T00:45:17.259704Z,2016-08-11T00:46:17.259704Z,earthquake,2.766635776,known,20160811T004456/ON_CMC01_20160811T004456.mseed,[],,[]
