year,mm,dd,hh,min,ss.s,L,latit,longit,depth,err(km),mag,tm,CAT,Io,Area,ST,Localities,(source) comments
2020,09,10,19,44,43.00,,-7.880,-38.790,  0.0,24, 2.3,1,"I",,,"PE","Sao Jose do Belmonte","(RSBR-USP)"
2020,09,11,05,25,08.00,,-8.270,-36.050,  0.0,33, 1.6,1,"I",,,"PE","Caruaru","(RSBR-USP)"
2020,09,11,05,29,10.00,,-8.280,-36.050,  0.0,33, 2.3,1,"I",,,"PE","Caruaru","(RSBR-USP)"
2020,09,11,09,57,06.00,,-8.280,-36.050,  0.0,33, 2.4,1,"I",,,"PE","Caruaru","(RSBR-USP)"
2020,09,11,09,57,59.00,,-8.280,-36.050,  0.0,5, 2.4,1,"I",,,"PE","Caruaru","(UFRN)"
2020,09,12,02,29,07.00,,-5.480,-36.090,  0.0,6, 2.2,1,"I",,,"RN","Pedra Preta","(RSBR-USP)"
2020,09,12,12,28,45.00,,-15.320,-46.580,  0.0,37, 2.3,1,"I",,,"MG","Buritis","(RSBR-USP)"
2020,09,13,08,21,51.00,,-9.660,-47.540,  0.0,2, 1.5,1,"I",,,"TO","NOVO ACORDO","(UnB)"
2020,09,13,09,17,17.00,,-9.680,-47.530,  0.0,20, 1.9,5,"I",,,"TO","Rio Sono","(UnB)"
2020,09,13,19,19,37.00,,-6.400,-50.090,  0.0,0, 3.3,1,"I",,,"PA","Carajás","(RSVL-USP) suspected quake"
2020,09,14,07,41,27.00,,-8.280,-36.050,  0.0,33, 1.6,1,"I",,,"PE","Caruaru","(RSBR-USP)"
2020,09,14,10,51,52.00,,-8.280,-36.050,  0.0,33, 1.8,1,"I",,,"PE","Caruaru","(RSBR-USP)"
2020,09,14,18,44,40.00,,-10.990,-39.450,  0.0,5, 2.3,1,"I",,,"BA","Queimadas","(UFRN)"
2020,09,15,13,59,48.00,,-8.420,-38.770,  0.0,16, 2.0,1,"I",,,"PE","Carnaubeira da Penha","(RSBR-USP)"
2020,09,15,15,03,55.00,,-22.560,-47.900,  0.0,16, 2.6,1,"I",,,"SP","São Pedro","(RSBR-USP)"
2020,09,15,20,10,17.00,,-5.500,-35.840,  0.0,6, 2.0,5,"I",,,"RN","Pedra Preta","(RSBR-USP; SC3: MLv-0.5)"
2020,09,17,14,43,33.00,,-10.140,-36.980,  0.0,24, 1.9,1,"I",,,"SE","Canhoba","(RSBR-USP)"
2020,09,18,21,43,57.00,,+0.890,-26.900,  4.0,30, 6.2,0,"I",,,"BR","Arquip.S.Pedro_S.Paulo","(ISC mb 6.2 Ms 6.9; USP mR=5.6; UnB)"
2020,09,19,09,06,10.00,,-3.150,-41.190,  0.0,20, 2.6,1,"I",,,"CE","Chaval","(RSBR-USP; UnB)"
2020,09,20,13,02,01.00,,-5.830,-50.470,  0.0,5, 1.8,1,"I",,,"PA","Carajás","(RSVL-USP) suspected quake"
2020,09,20,15,50,42.00,,-6.390,-50.010,  0.0,5, 2.9,1,"I",,,"PA","Canaã dos Carajás","(RSVL-USP) suspected quake"
2020,09,20,16,44,19.00,,-5.800,-50.600,  0.0,5, 3.1,1,"I",,,"PA","Carajás","(RSVL-USP; UnB) suspected quake"
2020,09,21,05,00,37.00,,-5.620,-36.310,  0.0,8, 1.7,1,"I",,,"RN","Lajes","(RSBR-USP)"
2020,09,21,14,53,49.00,,-3.970,-40.370,  0.0,12, 2.4,1,"I",,,"CE","Groaíras","(RSBR-USP)"
2020,09,23,05,31,13.00,,-8.280,-36.040,  0.0,33, 1.6,1,"I",,,"PE","Caruaru","(RSBR-USP)"
2020,09,23,21,30,44.00,,-19.990,-54.170,  0.0,25, 2.4,1,"I",,,"MS","Bandeirantes","(RSBR-USP)"
2020,09,25,00,49,34.00,,-21.930,-50.500,  0.0,25, 2.4,1,"I",,,"SP","Tupã","(RSBR-USP; UnB)"
2020,09,25,19,43,37.00,,-16.970,-53.320,  0.0,27, 2.4,1,"I",,,"MT","Alto Garças","(RSBR-USP)"
2020,09,25,19,45,56.00,,-16.940,-53.340,  0.0,27, 2.2,1,"I",,,"MT","Alto Garças","(RSBR-USP)"
2020,09,26,04,59,48.00,,-5.530,-36.040,  0.0,6, 1.6,5,"I",,,"RN","Pedra Preta","(USP SC3: MLv-0.5)"
2020,09,26,06,03,19.00,,-5.530,-36.050,  0.0,6, 2.0,1,"I",,,"RN","Pedra Preta","(RSBR-USP)"
2020,09,27,19,42,00.00,,-6.440,-50.090,  0.0,10, 3.1,1,"I",,,"PA","Carajás","(RSVL-USP) suspected quake"
2020,09,29,02,28,00.00,,-2.950,-40.660,  0.0,12, 2.0,5,"I",,,"CE","Camocim","(RSBR-USP; SC3: MLv-0.5)"
2020,09,29,02,30,53.00,,-2.960,-40.650,  0.0,12, 1.5,5,"I",,,"CE","Camocim","(RSBR-USP; SC3: MLv-0.5)"
2020,09,29,14,39,44.00,,-29.392,-50.890,  0.0,1, 1.0,5,"I",,,"RS","Gramado","(USP) induzido por poço"
2020,09,29,19,52,57.00,,-5.450,-35.960,  0.0,1, 1.6,5,"I",,,"RN","Joao Camara","(RSBR-USP; SC3: MLv-0.5)"
2020,09,29,20,02,51.00,,-5.870,-35.930,  0.0,6, 2.3,1,"I",,,"RN","Ruy Barbosa","(RSBR-USP)"
2020,09,29,20,15,12.00,,-3.610,-40.690,  0.0,12, 1.9,5,"I",,,"CE","Coreau","(RSBR-USP; SC3: MLv-0.5)"
2020,09,29,20,20,53.00,,-10.740,-46.610,  0.0,10, 3.0,1,"I",,,"TO","Mateiros","(RSBR-USP)"
2020,10,02,03,16,49.00,,-29.363,-50.889,  0.0,1, 0.6,5,"I",,,"RS","Gramado","(USP) induzido por poço"
2020,10,02,20,26,19.00,,-21.000,-44.630,  0.0,10, 2.6,1,"I",,,"MG","Bom Sucesso","(RSVL-USP; UnB) suspected quake"
2020,10,05,10,38,56.00,,-8.280,-74.440,147.0,20, 4.3,0,"I",,,"AC","Peru-Brazil","(ISC mb 4.2; USP mR=4.6; UnB mb 4.4)"
2020,10,05,22,58,40.00,,-11.400,-48.450,  0.0,2, 2.8,1,"I",,,"TO","IPUEIRAS","(UnB)"
2020,10,10,09,00,00.00,,-4.230,-38.920,  0.0,10, 0.0,-1,"D",,,"CE","Pacoti","Possível Queda de Meteorito?"
2020,10,10,18,20,56.00,,-5.810,-50.500,  0.0,5, 3.0,1,"I",,,"PA","Carajás","(RSVL-USP; UnB) felt"
2020,10,10,18,23,59.00,,-5.830,-50.430,  0.0,5, 1.0,1,"I",,,"PA","Carajás","(RSVL-USP) felt"
2020,10,10,18,39,16.00,,-5.740,-50.550,  0.0,5, 3.0,1,"I",,,"PA","Carajás","(RSVL-USP; UnB) felt"
2020,10,11,01,07,58.00,,-8.280,-50.330,  0.0,30, 2.9,1,"I",,,"PA","Redenção","(RSBR-USP; UnB)"
2020,10,11,08,53,49.00,,-5.810,-50.490,  0.0,0, 2.0,1,"I",,,"PA","Carajás","(RSVL-USP) suspected quake"
2020,10,12,18,54,18.00,,-8.260,-35.970,  0.0,33, 1.6,1,"I",,,"PE","Caruaru","(RSBR-USP)"
2020,10,13,07,01,04.00,,-5.530,-36.060,  0.0,6, 2.1,1,"I",,,"RN","Pedra Preta","(RSBR-USP)"
2020,10,13,19,41,55.00,,-8.280,-36.020,  0.0,5, 2.0,1,"I",,,"PE","Caruaru","(UFRN)"
2020,10,13,21,09,24.00,,-8.360,-74.200,162.0,30, 5.1,0,"I",,,"AC","Peru-Brazil","(mb-magSC3 mR=5.1; UnB)"
2020,10,14,06,28,18.00,,-11.760,-49.550,  0.0,20, 1.4,1,"I",,,"TO","Formoso Do Araguaia","(UnB)"
2020,10,15,07,01,00.00,,-8.790,-35.260,  0.0,5, 2.1,1,"I",,,"PE","Barreiros","(UFRN)"
2020,10,15,14,56,15.00,,-3.550,-40.710,  0.0,12, 2.1,5,"I",,,"CE","Coreau","(RSBR-USP; SC3: MLv-0.5)"
2020,10,15,15,51,24.00,,-8.810,-35.190,  0.0,23, 2.1,1,"I",,,"PE","Barreiros","(RSBR-USP)"
2020,10,16,23,14,50.00,,-19.250,-45.380,  0.0,10, 2.8,1,"I",,,"MG","Abaeté","(RSBR-USP; UnB)"
2020,10,17,14,11,29.00,,-10.390,-47.620,  0.0,3, 2.4,1,"I",,,"TO","LAGOA DO TOCANTINS","(UnB)"
2020,10,17,16,54,30.00,,-20.520,-39.520,  0.0,30, 3.3,1,"I",,,"ES","Plat.Cont. Vila Velha","(RSBR-USP; UnB)"
2020,10,17,17,04,59.00,,-6.520,-39.250,  0.0,5, 2.3,1,"I",,,"CE","Iguatu","(UFRN)"
2020,10,18,02,21,17.00,,-20.950,-46.730,  0.0,17, 2.2,1,"I",,,"MG","Jacuí","(RSBR-USP)"
2020,10,18,08,36,29.00,,-17.550,-41.010,  0.0,2, 2.5,1,"I",,,"MG","PAVÃO","(UnB)"
2020,10,19,21,48,11.00,,-8.310,-36.050,  0.0,5, 2.3,1,"I",,,"PE","Caruaru","(UFRN)"
2020,10,21,11,36,57.00,,-8.340,-35.960,  0.0,5, 2.3,1,"I",,,"PE","Caruaru","(UFRN)"
2020,10,23,14,59,55.00,,-9.830,-36.690,  0.0,5, 2.0,1,"D",,,"Al","Arapiraca","(UFRN) Desmonte MVV"
2020,10,24,16,45,59.00,,-7.080,-49.910,  0.0,10, 2.5,1,"I",,,"PA","Carajás","(RSVL-USP) suspected quake"
2020,10,26,03,39,47.00,,-7.380,-74.700,  0.0,10, 3.9,0,"I",,,"AC","Peru-Brazil","(RSBR-USP)"
2020,10,27,16,09,14.00,,-14.250,-38.790,  0.0,5, 2.3,1,"I",,,"BA","Plataforma_Continental","(UFRN)"
2020,10,27,18,22,14.00,,-8.250,-35.950,  0.0,5, 2.0,1,"I",,,"PE","Caruaru","(UFRN)"
2020,10,28,06,54,45.00,,-19.290,-45.390,  0.0,20, 2.3,1,"I",,,"MG","Abaeté","(RSBR-USP; UnB)"
2020,10,29,18,27,32.00,,-3.900,-40.460,  0.0,17, 2.0,5,"I",,,"CE","Carire","(RSBR-USP; SC3: MLv-0.5)"
2020,10,29,19,25,34.00,,-5.740,-35.890,  0.0,1, 2.2,1,"I",,,"RN","Riachuelo","(RSBR-USP)"
2020,10,29,19,34,46.00,,-8.340,-36.160,  0.0,5, 2.0,1,"I",,,"PE","Sao_Caetano","(UFRN)"
2020,10,30,08,22,53.00,,-10.730,-44.080,  0.0,4, 2.4,1,"I",,,"BA","MANSIDÃO","(UnB)"
2020,11,01,01,03,13.00,,-8.260,-35.970,  0.0,33, 1.5,1,"I",,,"PE","Caruaru","(RSBR-USP)"
2020,11,01,01,04,18.00,,-8.260,-35.970,  0.0,33, 1.5,1,"I",,,"PE","Caruaru","(RSBR-USP)"
2020,11,01,02,25,09.00,,-8.260,-35.940,  0.0,33, 1.3,1,"I",,,"PE","Caruaru","(RSBR-USP)"
2020,11,02,04,06,39.00,,-18.040,-40.790,  0.0,13, 2.1,1,"I",,,"ES","Ponto Belo","(RSBR-USP)"
2020,11,02,11,00,03.00,,-8.330,-36.050,  0.0,20, 1.4,1,"I",,,"PE","Caruaru","(UnB)"
2020,11,03,02,11,41.00,,-13.950,-39.410,  0.0,20, 1.7,1,"I",,,"BA","Ibirapitanga","(UnB)"
2020,11,04,04,04,34.00,,-8.210,-35.090,  0.0,20, 1.9,1,"I",,,"PE","Cabo Santo Agostinho","(UnB)"
2020,11,04,05,48,45.00,,-13.900,-45.660,  0.0,2, 2.4,1,"I",,,"GO","POSSE","(UnB)"
2020,11,04,15,23,48.00,,-14.550,-38.670,  0.0,5, 2.1,1,"I",,,"BA","Litoral_da_BA","(UFRN)"
2020,11,05,06,52,12.00,,-16.640,-57.050,  0.0,4, 2.2,1,"I",,,"MT","POCONÉ","(UnB)"
2020,11,06,19,08,20.00,,-5.740,-35.910,  0.0,2, 2.0,1,"I",,,"RN","CAIÇARA RIO DO VENTO","(UnB)"
2020,11,07,16,06,32.00,,-29.390,-51.930,  0.0,16, 1.9,1,"I",,,"RS","Arroio do Meio","(RSBR-USP)"
2020,11,08,12,40,50.00,,-5.320,-42.220,  0.0,5, 2.3,1,"I",,,"PI","Altos","(UFRN)"
2020,11,09,13,15,54.00,,-2.930,-40.470,  0.0,8, 2.3,1,"I",,,"CE","JERICOACOARA","(UnB)"
2020,11,09,16,59,59.00,,-8.350,-36.000,  0.0,20, 1.8,1,"I",,,"PE","Caruaru","(UnB)"
2020,11,10,10,33,51.00,,-10.800,-39.620,  0.0,5, 2.0,1,"I",,,"BA","Cansancao","(UFRN)"
2020,11,11,15,41,20.00,,-7.020,-37.320,  0.0,20, 1.6,1,"I",,,"PB","Patos","(UnB)"
2020,11,12,09,35,30.00,,-8.270,-35.970,  0.0,33, 1.9,1,"I",,,"PE","Caruaru","(RSBR-USP)"
2020,11,13,00,28,56.00,,-8.920,-74.800, 10.0,20, 4.7,0,"I",,,"AC","Peru-Brazil","(ISC mb 4.7; GFZ Mw 4.6; UnB USP mb=4.6 mR=4.4)"
2020,11,13,05,30,37.00,,-3.270,-40.940,  0.0,20, 1.8,1,"I",,,"CE","Granja","(UnB)"
2020,11,17,09,40,56.00,,-8.260,-35.980,  0.0,33, 2.0,1,"I",,,"PE","Caruaru","(RSBR-USP)"
2020,11,17,15,25,07.00,,-3.660,-40.610,  0.0,5, 2.1,1,"I",,,"CE","Coreau","(UFRN)"
2020,11,17,20,35,44.00,,-8.290,-36.050,  0.1,20, 1.6,1,"I",,,"PE","Caruaru","(UnB)"
2020,11,18,15,01,56.00,,-6.550,-36.380,  0.0,20, 1.8,5,"I",,,"PB","Picuí","(UnB)"
2020,11,20,02,50,57.00,,-10.530,-48.650,  0.0,10, 2.2,1,"I",,,"TO","Pugmil","(RSBR-USP)"
2020,11,20,02,51,01.00,,-10.510,-48.500,  0.0,4, 2.1,1,"I",,,"TO","PORTO NACIONAL","(UnB)"
2020,11,20,17,44,48.00,,-8.280,-35.970,  0.0,33, 1.8,1,"I",,,"PE","Caruaru","(RSBR-USP)"
2020,11,20,18,41,59.00,,-10.270,-55.650,  0.0,10, 2.8,1,"I",,,"MT","Nova Guarita","(RSBR-USP)"
2020,11,20,20,48,54.00,,-7.570,-74.810,141.0,30, 4.5,0,"I",,,"AC","MÂNCIO LIMA","(ISC mb 4.4; UnB mb 4.8; USP mb 4.6)"
2020,11,22,18,36,02.00,,-6.370,-50.130,  0.0,0, 3.0,1,"I",,,"PA","Carajás","(RSVL-USP; UnB) suspected quake"
2020,11,23,05,06,06.00,,-16.500,-40.490,  0.0,2, 2.2,1,"I",,,"MG","RIO DO PRADO","(UnB)"
2020,11,25,21,28,13.00,,-14.600,-55.140,  0.0,2, 2.4,1,"I",,,"MT","PLANALTO DA SERRA","(UnB)"
2020,11,29,05,31,42.00,,-21.360,-48.390,  0.0,10, 2.2,1,"I",,,"SP","Santa_Ernestina","(RSBR-USP)"
2020,11,29,15,05,39.00,,-6.480,-50.150,  0.0,5, 2.9,1,"I",,,"PA","Carajás","(RSVL-USP; UnB) suspected quake"
2020,11,29,15,35,16.00,,-9.980,-40.000,  0.0,20, 2.5,1,"I",,,"BA","Jaguarari Uauá","(RSBR-USP; UnB)"
2020,11,29,23,07,35.00,,-5.830,-50.600,  0.0,0, 2.8,1,"I",,,"PA","Carajás","(RSVL-USP) suspected quake"
2020,12,01,03,07,26.00,,-4.550,-39.350,  0.0,20, 1.8,5,"I",,,"CE","Canindé","(UnB)"
2020,12,01,13,15,34.00,,-21.210,-42.300,  0.0,14, 2.2,1,"I",,,"MG","Barão de Monte Alto","(RSBR-USP)"
2020,12,02,11,42,26.00,,-6.760,-36.140,  0.0,20, 1.9,5,"I",,,"PB","Barra De Santa Rosa","(UnB)"
2020,12,02,22,08,30.00,,-21.340,-47.740,  0.0,13, 2.3,1,"I",,,"SP","Cravinhos","(RSBR-USP)"
2020,12,04,07,08,24.00,,-2.800,-44.750,  0.0,40, 3.7,1,"I","4",1.300000,"MA","Bacurituba","(RSBR-USP; UnB) macro. epic"
2020,12,06,00,10,55.00,,-5.810,-50.500,  0.0,0, 0.9,1,"I",,,"PA","Carajás","(RSVL-USP) suspected quake"
2020,12,06,06,26,02.00,,-5.790,-50.540,  0.0,0, 0.8,1,"I",,,"PA","Carajás","(RSVL-USP) suspected quake"
2020,12,06,16,21,22.00,,-6.030,-50.180,  0.0,0, 1.8,1,"I",,,"PA","Carajás","(RSVL-USP) suspected quake"
2020,12,06,16,23,26.00,,-6.000,-50.160,  0.0,0, 1.6,1,"I",,,"PA","Carajás","(RSVL-USP) suspected quake"
2020,12,07,07,25,50.00,,-14.440,-57.890,  0.0,10, 2.1,1,"I",,,"MT","Tangara_da_Serra","(RSBR-USP)"
2020,12,08,03,22,34.00,,-8.160,-35.190,  0.0,20, 1.5,1,"I",,,"PE","Moreno","(UnB)"
2020,12,08,09,56,23.00,,-10.370,-44.650,  0.0,4, 2.9,1,"I",,,"PI","PARNAGUÁ","(UnB)"
2020,12,09,02,07,47.00,,-11.190,-40.520,  0.0,8, 2.8,1,"I",,,"BA","Jacobina","(RSBR-USP; UnB; UFRN) sentido"
2020,12,09,02,18,59.00,,-11.170,-40.550,  0.0,8, 2.8,1,"I",,,"BA","Jacobina","(RSBR-USP; UnB; UFRN) sentido"
2020,12,09,02,19,08.00,,-11.160,-40.540,  0.0,5, 2.6,1,"R",,,"BA","Jacobina","(UFRN) sentido"
2020,12,13,08,34,11.00,,-12.070,-48.270,  0.0,4, 2.5,1,"I",,,"TO","SÃO VALÉRIO","(UnB)"
2020,12,15,22,21,50.00,,-11.080,-40.630,  0.0,5, 2.0,1,"I",,,"BA","Jacobina","(UFRN)"
2020,12,18,22,40,57.00,,-13.870,-57.210,  0.0,10, 2.0,1,"I",,,"MT","Nova_Marilandia","(RSBR-USP)"
2020,12,20,00,57,30.00,,-20.920,-48.650,  0.0,3, 2.1,1,"I",,,"SP","Monte Azul Paulista","(RSBR-USP)"
2020,12,20,09,01,18.00,,-6.460,-50.120,  0.0,0, 2.5,1,"I",,,"PA","Carajás","(RSVL-USP) suspected quake"
2020,12,21,14,36,02.00,,-13.330,-57.680,  0.0,4, 2.3,1,"I",,,"MT","CAMPO NOVO DO PARECIS","(UnB)"
2020,12,21,15,17,07.00,,-8.280,-35.970,  0.0,33, 1.9,1,"I",,,"PE","Caruaru","(RSBR-USP)"
2020,12,21,21,08,43.00,,-15.990,-38.310,  0.0,10, 3.1,1,"I",,,"BA","Belmonte","(RSBR)"
2020,12,22,05,52,42.00,,-14.120,-39.970,  0.0,5, 2.0,1,"I",,,"BA","Itagi","(UFRN)"
2020,12,23,20,03,58.00,,-8.470,-37.070,  0.0,5, 2.0,1,"I",,,"PE","Arcoverde","(UFRN)"
2020,12,24,09,10,51.00,,-8.260,-35.970,  0.0,33, 1.7,1,"I",,,"PE","Caruaru","(RSBR-USP)"
2020,12,24,14,44,20.00,,-27.500,-49.330,  0.0,37, 2.4,1,"I",,,"SC","Leoberto Leal","(RSBR-USP)"
2020,12,26,04,42,10.00,,-27.010,-56.870,  0.0,13, 3.3,1,"I","4",1.200000,"PY","Misiones San Patricio","(RSBR-USP; UnB) S. Ignacio; Santiago"
2020,12,26,17,01,44.00,,-14.090,-39.500,  0.0,5, 2.0,1,"I",,,"BA","Ipiau","(UFRN)"
2020,12,28,18,16,52.00,,-7.000,-57.140,  0.0,2, 3.4,1,"I",,,"PA","JACAREACANGA","(UnB; USP)"
2020,12,29,03,48,12.00,,-8.010,-35.050,  0.0,5, 2.2,1,"I",,,"PE","Sao_Lourenco_da_Mata","(UFRN)"
2020,12,29,20,14,21.00,,-14.840,-39.530,  0.0,5, 2.2,1,"I",,,"BA","Ibicarai","(UFRN)"
2020,12,31,11,36,07.00,,-17.490,-61.630,  0.0,17, 3.5,1,"I",,,"BO","Central Bolivia","(RSBR-USP)"
2021,01,07,02,46,29.00,,-3.480,-40.360,  0.0,10, 2.3,1,"I",,,"CE","SENADOR SÁ","(UnB; USP)"
2021,01,07,04,41,47.00,,-7.980,-57.200,  0.0,20, 2.3,1,"I",,,"PA","Jacareacanga","(UnB)"
2021,01,07,14,10,49.00,,-21.110,-42.070,  0.0,10, 2.2,1,"I",,,"MG","ANTÔNIO PRADO DE MINAS","(UnB)"
2021,01,07,15,27,45.00,,-3.660,-40.170,  0.0,10, 2.1,1,"I",,,"CE","Sobral","(USP UnB)"
2021,01,07,20,43,51.00,,-14.510,-55.600,  0.0,10, 2.6,1,"I",,,"MT","Nobres","(RSBR-USP) IAG_DataBase"
2021,01,09,03,13,17.00,,-6.090,-50.640,  0.0,20, 2.7,1,"I",,,"PA","ÁGUA AZUL DO NORTE","(UnB)"
2021,01,09,15,39,11.00,,-25.430,-58.420,  0.0,20, 2.2,1,"I",,,"AR","NE Argentina","(USP)"
2021,01,10,11,19,25.00,,-4.080,-39.310,  0.0,3, 1.7,5,"I",,,"CE","PARAMOTI","(UnB)"
2021,01,11,21,03,21.00,,-12.520,-47.880,  0.0,2, 3.0,1,"I",,,"TO","PARANÃ","(UnB)"
2021,01,11,23,38,31.00,,-5.730,-37.490,  0.0,4, 1.3,1,"I",,,"RN","CARAÚBAS","(UnB)"
2021,01,13,07,41,48.00,,-8.240,-36.040,  0.0,4, 1.2,1,"I",,,"PE","CARUARU","(UnB)"
2021,01,15,15,19,06.00,,-5.090,-39.470,  0.0,5, 2.0,1,"I",,,"CE","Quixeramobim","(UFRN) sentido_Sao_Joaquim__distrito_de_Quixeramobim"
2021,01,15,17,45,00.00,,-5.000,-39.370,  0.0,5, 2.1,1,"I",,,"CE","Quixeramobim","(UFRN) sentido_Sao_Joaquim__distrito_de_Quixeramobim"
2021,01,15,19,05,16.00,,-5.090,-39.470,  0.0,5, 2.0,1,"I",,,"CE","Quixeramobim","(UFRN) sentido_Sao_Joaquim__distrito_de_Quixeramobim"
2021,01,15,19,06,08.00,,-5.090,-39.470,  0.0,5, 2.0,1,"I",,,"CE","Quixeramobim","(UFRN) sentido_Sao_Joaquim__distrito_de_Quixeramobim"
2021,01,15,19,08,45.00,,-5.090,-39.470,  0.0,5, 2.0,1,"I",,,"CE","Quixeramobim","(UFRN) sentido_Sao_Joaquim__distrito_de_Quixeramobim"
2021,01,15,19,23,50.00,,-5.090,-39.470,  0.0,5, 2.0,1,"I",,,"CE","Quixeramobim","(UFRN) sentido_Sao_Joaquim__distrito_de_Quixeramobim"
2021,01,15,22,36,37.00,,-5.100,-39.430,  0.0,20, 2.2,1,"I",,,"CE","Quixeramobim","(USP; UnB)"
2021,01,17,17,12,09.00,,-13.490,-48.810,  0.0,10, 3.2,1,"I",,,"GO","TROMBAS","(UnB; USP)"
2021,01,20,21,29,30.00,,-5.450,-36.150,  0.0,5, 2.1,1,"I",,,"RN","JANDAÍRA","(UnB)"
2021,01,21,02,20,21.00,,-5.530,-36.120,  0.0,7, 1.6,1,"I",,,"RN","PEDRA PRETA","(UnB)"
2021,01,22,04,11,55.00,,-19.390,-45.700,  0.0,20, 3.1,1,"I",,,"MG","Dores do Indaiá","(USP; UnB)"
2021,01,22,08,55,00.00,,-16.730,-43.860,  0.0,10, 2.0,5,"C","2",,"MG","Montes Claros","(USP) sentido vários bairros"
2021,01,22,17,01,14.00,,-5.690,-37.490,  0.0,10, 2.5,1,"I",,,"RN","CARAÚBAS","(UnB; USP)"
2021,01,24,04,23,30.00,,-10.110,-36.930,  0.0,25, 1.8,1,"I",,,"SE","Canhoba","(USP)"
2021,01,25,06,07,52.00,,-11.180,-40.540,  0.0,10, 2.3,1,"I",,,"BA","Jacobina","(USP; UnB)"
2021,01,25,06,40,10.00,,-11.180,-40.560,  0.0,10, 1.1,5,"I",,,"BA","Jacobina","(USP; ML-0.5)"
2021,01,26,04,05,00.00,,-2.950,-40.580,  0.0,5, 2.6,1,"I",,,"CE","Camocim","(UFRN)"
2021,01,26,04,06,03.00,,-3.600,-40.250,  0.0,20, 1.6,1,"I",,,"CE","Forquilha","(USP; UnB)"
2021,01,26,18,01,12.00,,-8.600,-35.930,  0.0,5, 2.4,1,"I",,,"PE","Cupira","(UFRN)"
2021,01,27,01,50,02.00,,-4.360,-38.460,  0.0,20, 1.5,1,"I",,,"CE","Chorozinho","(USP; UnB)"
2021,01,27,03,53,07.00,,-4.320,-38.440,  0.0,20, 1.5,1,"I",,,"CE","Chorozinho","(USP; UnB)"
2021,01,27,08,27,50.00,,-4.060,-39.240,  0.0,18, 1.9,1,"I",,,"CE","Paramoti","(USP)"
2021,01,27,10,48,15.00,,-4.090,-39.260,  0.0,18, 1.7,1,"I",,,"CE","Paramoti","(USP)"
2021,01,28,10,17,51.00,,-9.930,-39.800,  0.0,10, 2.1,1,"I",,,"BA","Uaua","(RSBR-USP;UFRN) IAG_DataBase"
2021,01,28,15,16,55.00,,-9.730,-36.750,  0.0,20, 1.5,1,"I",,,"AL","Lagoa da Canoa","(UnB)"
2021,01,28,10,57,49.00,,-19.440,-45.650,  0.0,20, 2.0,1,"I",,,"MG","Dores do Indaiá","(USP; UnB)"
2021,01,28,18,08,47.00,,-20.880,-48.810,  0.0,5, 2.8,1,"I","4",,"SP","Cajobi","(USP; UnB)"
2021,01,29,15,36,55.00,,-5.040,-37.720,  0.0,10, 1.5,1,"I",,,"CE","Baraúna","(UnB;USP)"
2021,01,29,15,46,09.00,,-8.640,-73.770,129.0,30, 4.0,0,"I",,,"PU","Peru-Brazil","(USP mb 4.2; IDC mb 3.8)"
2021,01,30,00,25,16.00,,-6.030,-37.980,  0.0,3, 1.3,1,"I",,,"RN","PORTALEGRE","(UnB)"
2021,01,30,00,47,15.00,,-6.010,-37.980,  0.0,3, 1.2,1,"I",,,"RN","PORTALEGRE","(UnB)"
2021,01,31,15,24,00.00,,-9.850,-39.800,  0.0,5, 2.6,1,"I",,,"BA","Jaguarari","(UFRN)"
2021,01,31,15,42,50.00,,-9.790,-40.070,  0.0,20, 2.2,1,"I",,,"BA","Jaguarari","(USP; UnB)"
2021,01,31,19,05,13.00,,+2.704,-59.520,  2.0,3, 5.7,2,"I","6",1300.000000,"GY","Guyana","(USP GY Net; ISC) mb=6.1 Mw=5.7 mR=5.4"
2021,01,31,19,20,41.00,,+2.700,-59.520,  0.0,5, 3.4,5,"I",,,"GY","Guyana","(USP ML-0.5)"
2021,01,31,19,22,53.00,,+2.700,-59.520,  0.0,5, 2.8,5,"I",,,"GY","Guyana","(USP ML-0.5)"
2021,01,31,19,24,30.00,,+2.700,-59.520,  0.0,5, 3.7,1,"I",,,"GY","Guyana","(USP)"
